Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice
856,SC20,RL,71.0,6897,Pave,1,IR1,Lvl,AllPub,Corner,0,Sawyer,Norm,Norm,1Fam,1Story,5,8,1962,2010,Gable,CompShg,HdBoard,HdBoard,None,0.0,3,2,CBlock,4,4,3,0,659,6,0,381,1040,GasA,0,Y,SBrkr,1040,0,0,1040,1,0,1,1,3,1,3,6,Typ,0,3,Detchd,1962.0,3,1,260,5,5,2,0,104,0,0,0,0,3,4,None,0,Apr,2010,WD,Normal,127000
857,SC80,RL,70.0,10970,Pave,1,IR1,Low,AllPub,Inside,1,CollgCr,Norm,Norm,1Fam,SLvl,6,6,1978,1978,Gable,CompShg,Plywood,HdBoard,None,0.0,3,4,CBlock,2,1,1,2,505,3,435,0,940,GasA,4,Y,SBrkr,1026,0,0,1026,1,0,1,0,3,1,3,5,Typ,0,3,Detchd,1981.0,3,2,576,5,1,2,0,0,34,0,0,0,3,2,None,0,Oct,2008,WD,Normal,147000
858,SC60,RL,65.0,8125,Pave,1,Reg,Lvl,AllPub,Inside,0,Gilbert,Norm,Norm,1Fam,2Story,6,5,1994,1995,Gable,CompShg,HdBoard,HdBoard,None,0.0,3,4,PConc,2,4,3,6,0,6,0,702,702,GasA,2,Y,SBrkr,702,779,0,1481,0,0,2,1,3,1,3,6,Typ,1,5,Attchd,1994.0,0,2,343,5,5,2,0,36,0,0,0,0,3,4,None,0,Mar,2009,WD,Normal,174000
859,SC20,RL,80.0,10400,Pave,1,Reg,Lvl,AllPub,Inside,0,NWAmes,Norm,Norm,1Fam,1Story,7,5,1976,1976,Gable,CompShg,HdBoard,HdBoard,BrkFace,189.0,3,4,CBlock,2,4,3,6,0,6,0,1090,1090,GasA,4,Y,SBrkr,1370,0,0,1370,0,0,2,0,3,1,3,6,Typ,1,5,Attchd,1976.0,2,2,479,5,5,2,0,0,0,0,0,0,3,2,None,0,Jun,2009,WD,Family,152000
860,SC60,RL,80.0,11029,Pave,1,IR1,Lvl,AllPub,Corner,0,NWAmes,PosA,Norm,1Fam,2Story,6,7,1968,1984,Gable,CompShg,HdBoard,HdBoard,BrkFace,220.0,3,4,CBlock,4,4,2,1,619,6,0,435,1054,GasA,4,Y,SBrkr,1512,1142,0,2654,1,0,2,1,4,1,2,9,Typ,1,2,Attchd,1968.0,3,2,619,5,5,2,0,65,0,0,222,0,3,4,None,0,Aug,2006,WD,Normal,250000
861,SC50,RL,55.0,7642,Pave,1,Reg,Lvl,AllPub,Corner,0,Crawfor,Norm,Norm,1Fam,1.5Fin,7,8,1918,1998,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,2,4,BrkTil,4,4,3,6,0,6,0,912,912,GasA,2,Y,SBrkr,912,514,0,1426,0,0,1,1,3,1,2,7,Typ,1,2,Detchd,1925.0,3,1,216,5,5,2,0,240,0,0,0,0,3,0,None,0,Jun,2007,WD,Normal,189950
862,SC190,RL,75.0,11625,Pave,1,Reg,Lvl,AllPub,Inside,0,Sawyer,Norm,Norm,2fmCon,1Story,5,4,1965,1965,Hip,CompShg,Plywood,HdBoard,None,0.0,3,4,PConc,4,4,2,1,841,6,0,198,1039,GasA,0,Y,SBrkr,1039,0,0,1039,1,0,1,1,3,1,3,6,Typ,0,3,Attchd,1965.0,3,2,504,5,5,2,0,0,0,0,0,0,3,4,None,0,Apr,2010,WD,Normal,131500
863,SC20,RL,81.0,9672,Pave,1,Reg,Lvl,AllPub,Corner,0,SawyerW,Norm,Norm,1Fam,1Story,6,5,1984,1985,Hip,CompShg,HdBoard,Plywood,None,0.0,3,4,PConc,2,4,3,2,338,6,0,702,1040,GasA,4,Y,SBrkr,1097,0,0,1097,0,0,2,0,3,1,3,6,Typ,0,3,Attchd,1986.0,3,2,480,5,5,2,0,0,0,0,0,0,3,0,None,0,May,2010,WD,Normal,152000
864,SC20,RL,70.0,7931,Pave,1,Reg,Lvl,AllPub,Inside,0,NAmes,Norm,Norm,1Fam,1Story,5,5,1959,1959,Hip,CompShg,BrkFace,Plywood,None,0.0,3,4,CBlock,4,4,3,1,1148,6,0,0,1148,GasA,4,Y,SBrkr,1148,0,0,1148,1,0,1,0,3,1,3,6,Typ,0,3,Attchd,1959.0,3,1,672,5,5,2,0,0,0,0,0,0,3,0,None,0,Jul,2009,WD,Normal,132500
865,SC20,FV,72.0,8640,Pave,1,Reg,Lvl,AllPub,Inside,0,Somerst,Norm,Norm,1Fam,1Story,7,5,2007,2008,Gable,CompShg,VinylSd,VinylSd,None,0.0,2,4,PConc,0,4,3,6,0,6,0,1372,1372,GasA,0,Y,SBrkr,1372,0,0,1372,0,0,2,0,3,1,2,6,Typ,0,3,Attchd,2008.0,0,2,529,5,5,2,0,140,0,0,0,0,3,4,None,0,May,2008,New,Partial,250580
866,SC20,RL,73.0,8750,Pave,1,IR1,Lvl,AllPub,Inside,0,NAmes,Norm,Norm,1Fam,1Story,5,6,1970,1970,Gable,CompShg,MetalSd,MetalSd,BrkFace,76.0,3,4,CBlock,4,4,3,1,828,6,0,174,1002,GasA,4,Y,SBrkr,1002,0,0,1002,1,0,1,0,3,1,3,5,Typ,0,3,Detchd,1973.0,3,2,902,5,5,2,0,0,0,0,0,0,3,2,None,0,Aug,2009,WD,Normal,148500
867,SC20,RL,67.0,10656,Pave,1,IR1,HLS,AllPub,Inside,0,Timber,Norm,Norm,1Fam,1Story,8,5,2006,2007,Gable,CompShg,VinylSd,VinylSd,Stone,274.0,2,4,PConc,2,4,0,6,0,6,0,1638,1638,GasA,0,Y,SBrkr,1646,0,0,1646,0,0,2,0,3,1,2,6,Typ,1,2,Attchd,2007.0,2,3,870,5,5,2,192,80,0,0,0,0,3,4,None,0,Nov,2007,New,Partial,248900
868,SC20,RL,85.0,6970,Pave,1,Reg,Lvl,AllPub,Corner,0,Sawyer,Feedr,Norm,1Fam,1Story,4,5,1961,1961,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,4,CBlock,4,4,3,0,932,6,0,108,1040,GasA,4,Y,SBrkr,1120,0,0,1120,1,0,1,1,3,1,1,5,Typ,0,3,Attchd,1961.0,2,2,544,5,5,2,168,0,0,0,0,0,3,4,Shed,400,May,2007,WD,Normal,129000
869,SC60,RL,65.0,14762,Pave,1,IR2,Lvl,AllPub,Corner,0,Gilbert,Feedr,Norm,1Fam,2Story,5,6,1948,1950,Gable,CompShg,Plywood,Plywood,None,0.0,3,4,Slab,3,2,4,4,0,4,0,0,0,GasA,2,Y,SBrkr,1547,720,53,2320,0,0,2,0,2,1,3,7,Typ,1,5,Attchd,1979.0,3,2,672,5,5,1,120,144,0,0,0,0,3,4,None,0,May,2006,WD,Normal,169000
870,SC60,RL,80.0,9938,Pave,1,Reg,Lvl,AllPub,Inside,0,SawyerW,Norm,Norm,1Fam,2Story,7,5,1993,1994,Gable,CompShg,MetalSd,MetalSd,BrkFace,246.0,2,4,PConc,2,4,3,2,750,6,0,300,1050,GasA,0,Y,SBrkr,1062,887,0,1949,1,0,2,1,3,1,2,8,Typ,1,5,Attchd,1993.0,0,2,574,5,5,2,156,90,0,0,0,0,3,0,None,0,Jun,2010,WD,Normal,236000
871,SC20,RL,60.0,6600,Pave,1,Reg,Lvl,AllPub,Inside,0,NAmes,PosN,Norm,1Fam,1Story,5,5,1962,1962,Hip,CompShg,MetalSd,MetalSd,None,0.0,3,4,CBlock,4,4,3,6,0,6,0,894,894,GasA,2,N,SBrkr,894,0,0,894,0,0,1,0,2,1,3,5,Typ,0,3,Detchd,1962.0,3,1,308,5,5,2,0,0,0,0,0,0,3,4,None,0,Aug,2009,WD,Normal,109500
872,SC60,RL,70.0,8750,Pave,1,Reg,Lvl,AllPub,Inside,0,CollgCr,Norm,Norm,1Fam,2Story,6,5,1998,1998,Gable,CompShg,VinylSd,VinylSd,BrkFace,116.0,3,4,PConc,2,4,3,2,505,6,0,299,804,GasA,0,Y,SBrkr,804,878,0,1682,0,0,2,1,3,1,2,7,Typ,0,3,Attchd,1998.0,2,2,523,5,5,2,0,77,0,0,0,0,3,4,None,0,Jun,2010,WD,Normal,200500
873,SC20,RL,74.0,8892,Pave,1,Reg,Lvl,AllPub,Corner,0,NAmes,Norm,Norm,1Fam,1Story,5,7,1953,1996,Gable,CompShg,WdShing,Wd Shng,None,0.0,2,4,Stone,4,4,0,6,0,6,0,105,105,GasA,2,Y,SBrkr,910,0,0,910,0,0,1,0,3,1,2,5,Typ,0,3,Attchd,1953.0,3,2,414,5,5,2,196,0,150,0,0,0,3,1,None,0,Oct,2008,WD,Normal,116000
874,SC40,RL,60.0,12144,Pave,1,Reg,Lvl,AllPub,Inside,0,NAmes,Norm,Norm,1Fam,1Story,5,7,1949,1950,Gable,CompShg,HdBoard,HdBoard,None,0.0,2,4,CBlock,4,4,3,5,375,6,0,457,832,GasA,2,Y,SBrkr,1036,0,232,1268,0,0,1,0,3,1,3,6,Typ,1,2,Attchd,1949.0,3,1,288,5,5,2,0,28,0,0,0,0,3,4,Othr,0,Sep,2009,WD,Normal,133000
875,SC50,RM,52.0,5720,Pave,1,Reg,Lvl,AllPub,Inside,0,OldTown,Artery,Norm,1Fam,1.5Fin,5,6,1941,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,4,CBlock,4,4,3,6,0,6,0,676,676,GasA,0,Y,SBrkr,676,455,0,1131,0,0,1,1,3,1,3,5,Typ,0,3,Detchd,1941.0,3,1,200,5,5,2,26,0,0,0,0,0,3,4,None,0,Aug,2009,WD,Abnorml,66500
876,SC60,FV,75.0,9000,Pave,1,Reg,Lvl,AllPub,Inside,0,Somerst,Norm,Norm,1Fam,2Story,8,5,2007,2007,Gable,CompShg,CemntBd,CmentBd,None,0.0,2,4,PConc,2,4,0,2,64,6,0,1120,1184,GasA,0,Y,SBrkr,1184,1426,0,2610,0,0,2,1,4,1,0,11,Typ,1,2,BuiltIn,2007.0,0,2,550,5,5,2,208,364,0,0,0,0,3,4,None,0,Aug,2007,New,Partial,303477
877,SC20,RL,94.0,25286,Pave,1,Reg,HLS,AllPub,Inside,1,Mitchel,Norm,Norm,1Fam,1Story,4,5,1963,1963,Gable,CompShg,HdBoard,Plywood,None,0.0,3,4,PConc,4,4,1,0,633,6,0,431,1064,GasA,2,Y,SBrkr,1040,0,0,1040,1,0,1,0,3,1,3,5,Typ,0,3,Attchd,1963.0,3,2,648,5,5,2,0,0,0,0,0,0,3,4,None,0,Jan,2007,WD,Normal,132250
878,SC60,RL,74.0,8834,Pave,1,Reg,Lvl,AllPub,Inside,0,NridgHt,Norm,Norm,1Fam,2Story,9,5,2004,2005,Hip,CompShg,VinylSd,VinylSd,Stone,216.0,2,4,PConc,0,4,3,2,1170,6,0,292,1462,GasA,0,Y,SBrkr,1462,762,0,2224,1,0,2,1,4,1,0,10,Typ,1,2,Attchd,2004.0,0,3,738,5,5,2,184,0,0,0,0,0,3,4,None,0,Jun,2009,WD,Normal,350000
879,SC85,RL,88.0,11782,Pave,1,IR1,Lvl,AllPub,Inside,0,Sawyer,Norm,Norm,1Fam,SFoyer,5,7,1961,1995,Gable,CompShg,HdBoard,HdBoard,None,0.0,3,4,CBlock,4,4,0,0,899,6,0,210,1109,GasA,4,Y,SBrkr,1155,0,0,1155,1,0,1,0,3,1,2,6,Min2,0,3,Detchd,1987.0,3,2,576,5,5,2,192,0,0,0,0,0,3,2,Shed,400,Jun,2010,WD,Normal,148000
880,SC20,RL,70.0,7000,Pave,1,IR1,Lvl,AllPub,CulDSac,0,CollgCr,Norm,Norm,1Fam,1Story,5,8,1978,2005,Gable,CompShg,VinylSd,VinylSd,BrkFace,90.0,2,2,CBlock,4,4,3,0,646,6,0,218,864,GasA,0,Y,SBrkr,864,0,0,864,1,0,1,0,3,1,3,6,Typ,0,3,Attchd,1978.0,3,1,336,5,5,2,0,0,0,0,0,0,3,1,None,0,Jul,2009,WD,Normal,136500
881,SC20,RL,60.0,7024,Pave,1,Reg,Lvl,AllPub,Inside,0,Edwards,Norm,Norm,1Fam,1Story,5,5,2005,2006,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,4,PConc,0,1,3,0,980,6,0,110,1090,GasA,2,Y,SBrkr,1090,0,0,1090,1,0,1,1,2,1,3,5,Typ,0,3,Attchd,2005.0,0,2,450,5,5,2,0,49,0,0,0,0,3,4,None,0,Jun,2007,WD,Normal,157000
882,SC50,RL,44.0,13758,Pave,1,IR1,Lvl,AllPub,CulDSac,0,Timber,Norm,Norm,1Fam,1.5Fin,7,5,1990,1991,Gable,CompShg,HdBoard,HdBoard,BrkFace,117.0,2,2,CBlock,2,4,2,3,902,6,0,254,1156,GasA,0,Y,SBrkr,1187,530,0,1717,0,0,2,1,3,1,2,7,Typ,1,5,Attchd,1990.0,2,2,400,5,5,2,168,36,0,0,0,0,3,4,None,0,Apr,2007,WD,Normal,187500
883,SC60,RL,65.0,9636,Pave,1,IR1,Lvl,AllPub,Corner,0,Gilbert,Norm,Norm,1Fam,2Story,6,5,1992,1993,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,4,PConc,2,4,3,6,0,6,0,808,808,GasA,2,Y,SBrkr,808,785,0,1593,0,0,2,1,3,1,3,7,Typ,1,5,BuiltIn,1993.0,2,2,389,5,5,2,342,40,0,0,0,0,3,2,None,0,Dec,2009,WD,Normal,178000
884,SC75,RL,60.0,6204,Pave,1,Reg,Bnk,AllPub,Inside,0,SWISU,Norm,Norm,1Fam,2.5Fin,4,5,1912,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,2,4,PConc,4,0,3,6,0,6,0,795,795,GasA,4,N,SBrkr,954,795,481,2230,1,0,1,0,5,1,3,10,Typ,0,3,Detchd,1997.0,3,1,440,5,2,2,0,188,0,0,0,0,3,4,None,0,Mar,2006,WD,Normal,118500
885,SC20,RL,65.0,7150,Pave,1,Reg,Lvl,AllPub,Inside,0,NAmes,Norm,Norm,1Fam,1Story,5,5,1967,1967,Gable,CompShg,HdBoard,HdBoard,BrkFace,60.0,3,4,CBlock,4,4,3,1,432,6,0,460,892,GasA,4,Y,SBrkr,892,0,0,892,0,0,1,0,3,1,3,5,Typ,0,3,Attchd,1967.0,2,1,288,5,5,2,0,0,0,0,0,0,3,1,None,0,Jul,2009,WD,Normal,100000
886,SC120,FV,50.0,5119,Pave,1,IR1,Lvl,AllPub,CulDSac,0,Somerst,Norm,Norm,TwnhsE,1Story,9,5,1999,2000,Gable,CompShg,MetalSd,MetalSd,BrkFace,60.0,2,4,PConc,0,4,0,2,1238,6,0,460,1698,GasA,0,Y,SBrkr,1709,0,0,1709,1,0,2,0,2,1,2,5,Typ,1,5,Attchd,1999.0,0,2,506,5,5,2,97,65,0,0,0,0,3,4,None,0,Jan,2008,CWD,Abnorml,328900
887,SC90,RL,70.0,8393,Pave,1,Reg,Lvl,AllPub,Corner,0,NAmes,Norm,Norm,Duplex,1Story,5,5,1959,2005,Gable,CompShg,MetalSd,MetalSd,BrkFace,122.0,3,4,CBlock,4,4,3,3,528,6,0,1098,1626,GasA,0,Y,SBrkr,1712,0,0,1712,0,0,2,0,4,2,3,8,Typ,0,3,Attchd,2005.0,0,2,588,5,5,2,272,54,0,0,0,0,3,4,None,0,Jun,2006,WD,Family,145000
888,SC50,RL,59.0,16466,Pave,1,IR1,Lvl,AllPub,Inside,0,Edwards,Norm,Norm,1Fam,1.5Fin,5,7,1955,1955,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,2,PConc,4,4,3,6,0,6,0,816,816,GasA,4,Y,SBrkr,872,521,0,1393,0,0,1,1,3,1,3,8,Typ,0,3,Attchd,1955.0,3,1,300,5,5,2,121,0,0,0,265,0,3,4,None,0,Apr,2008,WD,Normal,135500
889,SC20,RL,95.0,15865,Pave,1,IR1,Lvl,AllPub,Inside,1,NAmes,Norm,Norm,1Fam,1Story,8,6,1970,1970,Flat,Tar&Grv,Wd Sdng,Wd Sdng,None,0.0,2,2,PConc,4,1,1,0,351,5,823,1043,2217,GasA,0,Y,SBrkr,2217,0,0,2217,1,0,2,0,4,1,2,8,Typ,1,5,Attchd,1970.0,3,2,621,5,5,2,81,207,0,0,224,0,3,4,None,0,Oct,2007,WD,Normal,268000
890,SC20,RL,128.0,12160,Pave,1,Reg,Lvl,AllPub,Inside,0,NAmes,Feedr,Norm,1Fam,1Story,6,4,1953,1953,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,90.0,3,4,CBlock,4,4,3,1,1024,6,0,481,1505,GasA,0,Y,SBrkr,1505,0,0,1505,1,0,1,0,2,1,3,6,Typ,1,5,Attchd,1953.0,2,2,505,5,5,2,0,0,0,162,0,0,3,4,None,0,Feb,2009,WD,Normal,149500
891,SC50,RL,60.0,8064,Pave,1,Reg,Lvl,AllPub,Corner,0,NAmes,Artery,Norm,1Fam,1.5Fin,5,7,1949,2006,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,2,CBlock,4,4,2,6,0,6,0,672,672,GasA,0,Y,SBrkr,672,252,0,924,0,0,1,0,3,1,3,6,Typ,1,4,Detchd,2003.0,3,2,576,5,5,2,0,0,0,0,0,0,3,2,Shed,2000,Jul,2007,WD,Normal,122900
892,SC60,RL,70.0,11184,Pave,1,Reg,Lvl,AllPub,Inside,0,Sawyer,Norm,Norm,1Fam,2Story,6,5,1978,1978,Hip,CompShg,HdBoard,HdBoard,BrkFace,92.0,3,4,CBlock,4,4,3,3,226,5,500,192,918,GasA,2,Y,SBrkr,918,765,0,1683,0,0,2,1,3,1,3,7,Typ,1,5,Attchd,1978.0,2,2,440,5,5,2,243,0,0,0,0,0,3,4,None,0,Jul,2009,WD,Normal,172500
893,SC20,RL,70.0,8414,Pave,1,Reg,Lvl,AllPub,Inside,0,Sawyer,Norm,Norm,1Fam,1Story,6,8,1963,2003,Hip,CompShg,HdBoard,HdBoard,None,0.0,3,4,CBlock,4,4,3,2,663,6,0,396,1059,GasA,4,Y,SBrkr,1068,0,0,1068,0,1,1,0,3,1,3,6,Typ,0,3,Attchd,1963.0,2,1,264,5,5,2,192,0,0,0,0,0,3,2,None,0,Feb,2006,WD,Normal,154500
894,SC20,RL,71.0,13284,Pave,1,Reg,Lvl,AllPub,Inside,0,Sawyer,PosN,Norm,1Fam,1Story,5,5,1954,1954,Gable,CompShg,Wd Sdng,Plywood,None,0.0,3,4,PConc,2,4,2,1,1064,6,0,319,1383,GasA,4,Y,SBrkr,1383,0,0,1383,1,0,1,0,3,1,3,6,Typ,1,2,Attchd,1954.0,3,1,354,5,5,2,511,116,0,0,0,0,3,0,None,0,Jun,2008,WD,Normal,165000
895,SC90,RL,64.0,7018,Pave,1,Reg,Bnk,AllPub,Inside,0,SawyerW,Norm,Norm,Duplex,1Story,5,5,1979,1979,Gable,CompShg,Plywood,Plywood,None,0.0,3,4,Slab,3,2,4,4,0,4,0,0,0,GasA,4,Y,SBrkr,1535,0,0,1535,0,0,2,0,4,2,3,8,Typ,0,3,Attchd,1979.0,3,2,400,5,5,2,0,0,0,0,0,0,3,4,None,0,Jun,2009,WD,Alloca,118858
896,SC60,RL,71.0,7056,Pave,1,Reg,Lvl,AllPub,Inside,0,NAmes,Norm,Norm,1Fam,2Story,6,5,1963,1963,Hip,CompShg,HdBoard,HdBoard,BrkFace,415.0,3,4,CBlock,4,4,3,1,400,6,0,380,780,GasA,4,Y,SBrkr,983,813,0,1796,1,0,1,1,4,1,3,8,Typ,1,5,Attchd,1963.0,2,2,483,5,5,2,0,50,0,0,0,0,3,4,None,0,Oct,2008,WD,Normal,140000
897,SC30,RM,50.0,8765,Pave,0,Reg,Lvl,AllPub,Inside,0,IDOTRR,Norm,Norm,1Fam,1Story,4,6,1936,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,4,BrkTil,4,4,3,0,285,6,0,666,951,GasA,0,N,SBrkr,951,0,0,951,0,0,1,0,2,1,3,6,Typ,0,3,Detchd,1936.0,3,1,327,5,5,2,0,28,0,0,0,0,3,4,None,0,Apr,2006,WD,Abnorml,106500
898,SC90,RL,64.0,7018,Pave,1,Reg,Lvl,AllPub,Inside,0,SawyerW,Feedr,Norm,Duplex,2Story,5,5,1979,1979,Gable,CompShg,Plywood,Plywood,None,0.0,3,4,Slab,3,2,4,4,0,4,0,0,0,GasA,4,Y,SBrkr,1120,1120,0,2240,0,0,2,0,6,2,3,12,Typ,0,3,Detchd,1979.0,3,2,528,5,5,2,154,0,0,0,0,0,3,4,None,0,Jun,2009,WD,Alloca,142953
899,SC20,RL,100.0,12919,Pave,1,IR1,Lvl,AllPub,Inside,0,NridgHt,Norm,Norm,1Fam,1Story,9,5,2009,2010,Hip,CompShg,VinylSd,VinylSd,Stone,760.0,0,4,PConc,0,4,1,2,2188,6,0,142,2330,GasA,0,Y,SBrkr,2364,0,0,2364,1,0,2,1,2,1,0,11,Typ,2,2,Attchd,2009.0,0,3,820,5,5,2,0,67,0,0,0,0,3,4,None,0,Mar,2010,New,Partial,611657
900,SC20,RL,65.0,6993,Pave,1,Reg,Lvl,AllPub,Inside,0,Sawyer,Feedr,Norm,1Fam,1Story,5,7,1961,1994,Gable,CompShg,HdBoard,Plywood,None,0.0,3,4,CBlock,4,4,3,1,465,6,0,447,912,GasA,4,Y,SBrkr,1236,0,0,1236,0,0,1,0,3,1,3,6,Typ,1,5,Attchd,1961.0,3,1,288,5,5,2,0,0,0,0,0,0,3,4,None,0,Jun,2006,WD,Normal,135000
901,SC20,RL,73.0,7340,Pave,1,IR1,Lvl,AllPub,Inside,0,NAmes,Norm,Norm,1Fam,1Story,4,6,1971,1971,Gable,CompShg,HdBoard,HdBoard,None,0.0,3,4,CBlock,4,4,3,0,322,6,0,536,858,GasA,4,Y,SBrkr,858,0,0,858,0,0,1,0,2,1,3,4,Typ,0,3,Detchd,1979.0,3,1,684,5,5,2,0,0,0,0,0,0,3,4,None,0,Jun,2007,WD,Normal,110000
902,SC20,RL,64.0,8712,Pave,1,IR1,Lvl,AllPub,Inside,0,NAmes,Norm,Norm,1Fam,1Story,5,7,1957,2000,Hip,CompShg,MetalSd,MetalSd,None,0.0,3,2,CBlock,4,4,2,1,860,6,0,132,992,GasA,4,Y,SBrkr,1306,0,0,1306,1,0,1,0,2,1,3,5,Typ,0,3,Detchd,1968.0,3,1,756,5,5,2,0,0,0,0,0,0,3,4,None,0,May,2009,WD,Normal,153000
903,SC60,RL,63.0,7875,Pave,1,Reg,Lvl,AllPub,Inside,0,Gilbert,Norm,Norm,1Fam,2Story,7,5,2003,2003,Gable,CompShg,VinylSd,VinylSd,None,0.0,2,4,PConc,2,4,3,6,0,6,0,783,783,GasA,0,Y,SBrkr,807,702,0,1509,0,0,2,1,3,1,2,8,Typ,1,2,Attchd,2003.0,0,2,393,5,5,2,0,75,0,0,0,0,3,4,None,0,Jul,2006,WD,Normal,180000
904,SC20,RL,50.0,14859,Pave,1,IR1,HLS,AllPub,CulDSac,0,Gilbert,Norm,Norm,1Fam,1Story,7,5,2006,2006,Hip,CompShg,VinylSd,VinylSd,BrkFace,27.0,2,4,PConc,2,4,3,6,0,6,0,1670,1670,GasA,0,Y,SBrkr,1670,0,0,1670,0,0,2,0,3,1,2,7,Typ,1,2,Attchd,2006.0,2,3,690,5,5,2,144,60,0,0,0,0,3,4,None,0,Aug,2006,New,Partial,240000
905,SC20,RL,71.0,6173,Pave,1,IR1,Lvl,AllPub,Inside,0,Sawyer,Norm,Norm,1Fam,1Story,5,6,1967,1967,Gable,CompShg,HdBoard,Wd Sdng,BrkFace,75.0,3,4,CBlock,4,4,3,2,599,6,0,277,876,GasA,4,Y,SBrkr,902,0,0,902,0,0,1,0,3,1,3,6,Typ,0,3,Attchd,1967.0,3,1,288,5,5,2,0,0,0,0,0,0,3,2,None,0,Aug,2007,WD,Normal,125500
906,SC20,RL,80.0,9920,Pave,1,Reg,Lvl,AllPub,Inside,0,NAmes,Norm,Norm,1Fam,1Story,5,5,1954,1954,Gable,CompShg,HdBoard,HdBoard,Stone,110.0,3,4,CBlock,4,4,3,5,354,3,290,412,1056,GasA,4,Y,SBrkr,1063,0,0,1063,1,0,1,0,3,1,3,6,Typ,0,3,Attchd,1954.0,2,1,280,5,5,2,0,0,164,0,0,0,3,2,None,0,Feb,2010,WD,Normal,128000
907,SC20,RL,116.0,13501,Pave,1,IR1,Lvl,AllPub,Corner,0,Somerst,Norm,Norm,1Fam,1Story,8,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,Stone,208.0,2,4,PConc,2,4,3,2,63,6,0,1560,1623,GasA,0,Y,SBrkr,1636,0,0,1636,1,0,2,0,3,1,2,8,Typ,1,2,Attchd,2006.0,2,3,865,5,5,2,0,60,0,0,0,0,3,4,None,0,Jun,2007,WD,Normal,255000
908,SC50,RL,86.0,11500,Pave,1,IR1,Lvl,AllPub,Inside,0,Crawfor,Norm,Norm,1Fam,1.5Fin,7,7,1936,1987,Gable,CompShg,BrkFace,BrkFace,None,0.0,2,4,CBlock,2,4,3,5,223,6,0,794,1017,GasA,2,Y,SBrkr,1020,1037,0,2057,0,0,1,1,3,1,2,6,Typ,1,2,Attchd,1936.0,0,1,180,1,5,2,0,0,0,0,322,0,3,4,None,0,Jun,2006,WD,Normal,250000
909,SC20,RL,73.0,8885,Pave,1,IR1,Low,AllPub,Inside,1,Mitchel,Norm,Norm,1Fam,1Story,5,5,1983,1983,Gable,CompShg,HdBoard,HdBoard,None,0.0,3,4,CBlock,2,4,0,1,301,0,324,239,864,GasA,4,Y,SBrkr,902,0,0,902,1,0,1,0,2,1,3,5,Typ,0,3,Attchd,1983.0,3,2,484,5,5,2,164,0,0,0,0,0,3,2,None,0,Jun,2006,WD,Normal,131000
910,SC60,RL,149.0,12589,Pave,1,IR2,Lvl,AllPub,Inside,0,Gilbert,Norm,Norm,1Fam,2Story,6,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,None,0.0,2,4,PConc,2,4,3,6,0,6,0,742,742,GasA,0,Y,SBrkr,742,742,0,1484,0,0,2,1,3,1,2,8,Typ,1,2,Attchd,2005.0,0,2,390,5,5,2,36,24,0,0,0,0,3,4,None,0,Jun,2009,WD,Normal,174000
911,SC90,RL,80.0,11600,Pave,1,Reg,Lvl,AllPub,Corner,0,NAmes,Feedr,Norm,Duplex,2Story,5,5,1960,1960,Gable,CompShg,MetalSd,MetalSd,BrkFace,361.0,3,4,CBlock,4,4,3,5,443,6,0,662,1105,GasA,4,Y,FuseA,1105,1169,0,2274,0,0,2,0,5,2,3,12,Typ,0,3,Detchd,1960.0,3,2,480,5,5,2,0,0,0,0,0,0,3,4,None,0,Jan,2010,WD,Normal,154300
