Id,LotArea,LotShape,LandSlope,OverallQual,OverallCond,YearBuilt,YearRemodAdd,MasVnrArea,ExterQual,ExterCond,BsmtFinSF1,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,HeatingQC,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,GarageCars,GarageArea,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,MiscVal,YrSold,OverallGrade,ExterGrade,KitchenScore,TotalBath,AllSF,AllPorchSF,AllSF-2,GarageCars-2,MSSubClass_SC120,MSSubClass_SC160,MSSubClass_SC190,MSSubClass_SC20,MSSubClass_SC30,MSSubClass_SC50,MSSubClass_SC60,MSSubClass_SC70,MSSubClass_SC80,MSSubClass_SC85,MSSubClass_SC90,MSZoning_Other,MSZoning_RL,MSZoning_RM,LandContour_HLS,LandContour_Low,LandContour_Lvl,LotConfig_CulDSac,LotConfig_FR2,LotConfig_Inside,Neighborhood_BrDale,Neighborhood_BrkSide,Neighborhood_ClearCr,Neighborhood_CollgCr,Neighborhood_Crawfor,Neighborhood_Edwards,Neighborhood_Gilbert,Neighborhood_IDOTRR,Neighborhood_MeadowV,Neighborhood_Mitchel,Neighborhood_NAmes,Neighborhood_NWAmes,Neighborhood_NoRidge,Neighborhood_NridgHt,Neighborhood_OldTown,Neighborhood_Other,Neighborhood_SWISU,Neighborhood_Sawyer,Neighborhood_SawyerW,Neighborhood_Somerst,Neighborhood_StoneBr,Neighborhood_Timber,Condition1_Feedr,Condition1_Norm,Condition1_Other,Condition1_PosN,Condition1_RRAn,BldgType_Twnhs,BldgType_TwnhsE,HouseStyle_1Story,HouseStyle_2Story,HouseStyle_Other,HouseStyle_SFoyer,HouseStyle_SLvl,RoofStyle_Hip,RoofStyle_Other,Exterior1st_BrkFace,Exterior1st_CemntBd,Exterior1st_HdBoard,Exterior1st_MetalSd,Exterior1st_Other,Exterior1st_Plywood,Exterior1st_Stucco,Exterior1st_VinylSd,Exterior1st_Wd Sdng,Exterior1st_WdShing,Exterior2nd_BrkFace,Exterior2nd_HdBoard,Exterior2nd_Other,Exterior2nd_Plywood,Exterior2nd_Stucco,Exterior2nd_Wd Sdng,Exterior2nd_Wd Shng,Foundation_CBlock,Foundation_Other,Foundation_PConc,Foundation_Slab,CentralAir_Y,Electrical_FuseF,Electrical_Other,Electrical_SBrkr,MoSold_Aug,MoSold_Dec,MoSold_Feb,MoSold_Jan,MoSold_Jul,MoSold_Jun,MoSold_Mar,MoSold_May,MoSold_Nov,MoSold_Oct,MoSold_Sep,SaleType_New,SaleType_Other,SaleType_WD,SaleCondition_Family,SaleCondition_Normal,SaleCondition_Other,SalePrice
647,7200,4,3,5,5,1950,1950,0.0,3,3,0,0,0,0,4,1048,0,0,1048,0,0,1,0,3,1,3,7,7,0,2,420,2,0,27,0,0,0,0,0,2008,25,9,3,1.0,1048,27,1098304,4,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,11.495779306135258
648,10452,3,3,6,5,1953,1953,216.0,3,3,500,0,594,1094,5,1094,0,0,1094,0,0,1,0,3,1,3,5,8,2,2,495,2,0,0,0,0,287,0,0,2008,30,9,3,1.0,2188,287,4787344,4,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,11.951180395901384
649,7700,4,3,6,5,1966,1966,351.0,3,3,0,0,756,756,3,1051,788,0,1839,0,0,1,1,4,1,3,7,8,1,2,442,2,0,124,216,0,0,0,0,2010,30,9,3,1.5,2595,340,6734025,4,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,11.951180395901384
650,1936,4,3,4,6,1970,1970,0.0,3,3,131,499,0,630,4,630,0,0,630,1,0,1,0,1,1,3,3,8,0,0,0,2,0,0,0,0,0,0,0,2007,24,9,3,2.0,1260,0,1587600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,11.344506813345266
651,8125,4,3,7,6,2007,2007,0.0,4,3,0,0,813,813,5,822,843,0,1665,0,0,2,1,3,1,4,7,8,0,2,562,2,0,0,0,0,0,0,0,2008,42,12,4,2.5,2478,0,6140484,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,12.235388699864226
652,9084,4,3,4,5,1940,1950,0.0,3,3,0,0,755,755,3,755,755,0,1510,1,0,1,0,4,1,3,7,8,1,1,296,1,120,0,0,0,0,0,0,2009,20,9,3,2.0,2265,0,5130225,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,11.589886506106355
653,8750,4,3,7,5,1996,1996,0.0,4,3,0,0,880,880,5,909,807,0,1716,0,0,2,1,2,1,4,7,8,1,2,512,2,0,120,0,0,0,0,0,2009,35,12,4,2.5,2596,120,6739216,4,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,12.160028707028768
654,10320,4,3,6,7,1906,1995,0.0,3,3,0,0,756,756,5,756,713,0,1469,0,0,1,0,3,1,3,7,8,0,1,216,2,57,0,239,0,0,0,0,2008,42,9,3,1.0,2225,239,4950625,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,11.813030057420569
655,10437,3,3,8,6,1995,1995,660.0,4,4,1696,0,413,2109,5,2113,0,0,2113,1,0,2,1,2,1,4,7,8,1,3,839,2,236,46,0,0,0,0,0,2008,48,16,4,3.5,4222,46,17825284,9,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,12.765688433465595
656,1680,4,3,6,5,1971,1971,381.0,3,3,0,0,525,525,3,525,567,0,1092,0,0,1,1,3,1,3,6,8,0,1,264,2,0,0,0,0,0,0,0,2010,30,9,3,1.5,1617,0,2614689,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,11.385092093460345
657,10007,3,3,5,7,1959,2006,54.0,4,3,806,0,247,1053,5,1053,0,0,1053,1,0,1,1,3,1,4,5,8,0,1,312,2,0,0,0,0,0,0,0,2008,35,12,4,2.5,2106,0,4435236,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,11.887931365593687
658,7200,4,2,7,6,1931,2000,0.0,3,2,0,0,776,776,3,851,651,0,1502,0,0,1,1,3,1,3,6,8,1,1,270,1,0,0,112,0,0,0,0,2008,42,6,3,1.5,2278,112,5189284,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,11.911701584927595
659,17503,4,3,6,5,1948,1950,0.0,3,3,0,0,912,912,3,912,546,0,1458,0,1,1,0,3,1,3,6,8,1,1,330,2,192,0,0,0,0,0,0,2010,30,9,3,1.5,2370,0,5616900,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,11.487607656985938
660,9937,4,3,5,7,1964,1999,0.0,3,4,637,0,849,1486,5,1486,0,0,1486,1,0,1,0,3,1,3,7,8,0,2,480,2,0,0,0,0,0,0,0,2009,35,12,3,2.0,2972,0,8832784,4,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,12.025749091398893
661,12384,4,3,7,7,1976,1976,233.0,3,3,0,0,793,793,3,1142,793,0,1935,0,0,2,1,3,1,3,7,8,1,2,550,2,0,113,252,0,0,0,0,2007,49,9,3,2.5,2728,365,7441984,4,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,12.195517131590655
662,46589,2,3,8,7,1994,2005,528.0,4,3,1361,180,88,1629,5,1686,762,0,2448,1,0,2,1,4,1,4,8,8,1,3,711,2,517,76,0,0,0,0,0,2009,56,12,4,3.5,4077,76,16621929,9,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,12.904207367601158
663,13560,4,3,6,3,1968,1968,216.0,3,3,0,0,1392,1392,4,1392,0,0,1392,1,0,1,0,2,1,3,5,3,2,2,576,2,0,0,240,0,0,0,0,2009,18,9,3,2.0,2784,240,7750656,4,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,11.608235644774554
664,10012,4,3,4,5,1972,1972,0.0,3,3,920,180,38,1138,3,1181,0,0,1181,1,0,2,0,3,1,3,6,8,0,2,588,2,0,0,180,0,0,0,0,2008,20,9,3,3.0,2319,180,5377761,4,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,11.831379196088765
665,20896,2,3,8,5,2005,2006,0.0,4,3,1721,0,356,2077,5,2097,0,0,2097,1,0,1,1,1,1,5,8,8,1,3,1134,2,192,267,0,0,0,0,0,2006,40,12,5,2.5,4174,267,17422276,9,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,12.955127458028414
666,11194,3,3,8,5,2000,2000,40.0,4,3,0,0,1406,1406,5,1454,482,0,1936,0,0,2,1,3,1,4,7,8,1,2,504,2,188,124,0,0,0,0,0,2006,40,12,4,2.5,3342,124,11168964,4,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,12.348006141418841
667,18450,3,3,6,5,1965,1979,113.0,3,4,187,723,111,1021,3,1465,915,0,2380,0,0,2,1,3,1,3,7,2,1,2,596,2,0,265,0,0,0,0,0,2007,30,12,3,2.5,3401,265,11566801,4,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,11.767567683343811
668,8125,4,3,6,5,1994,1998,258.0,3,3,1138,0,270,1408,5,1679,0,0,1679,1,0,2,0,3,1,4,7,8,1,2,575,2,224,42,0,0,0,0,0,2008,30,9,4,3.0,3087,42,9529569,4,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,12.173032791451972
669,14175,4,2,5,6,1956,1987,0.0,3,3,988,0,200,1188,4,1437,0,0,1437,1,0,1,1,3,1,3,6,6,1,2,576,2,304,0,0,0,0,0,0,2006,30,9,3,2.5,2625,0,6890625,4,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,12.031719258385394
670,11600,4,3,4,5,1922,1950,0.0,3,3,0,0,700,700,5,1180,0,0,1180,0,0,1,0,2,1,2,5,8,1,1,252,2,0,0,67,0,0,0,0,2006,20,9,2,1.0,1880,67,3534400,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,11.831379196088765
671,8633,4,3,6,5,2005,2005,0.0,4,3,193,0,545,738,5,738,738,0,1476,1,0,2,1,3,1,4,7,8,0,2,540,2,100,35,0,0,0,0,0,2009,30,12,4,3.5,2214,35,4901796,4,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,12.063932878369052
672,6629,4,3,6,6,1925,1950,0.0,3,4,551,0,121,672,3,697,672,0,1369,1,0,2,0,3,1,3,6,8,0,1,300,2,147,0,0,0,0,0,0,2009,36,12,3,3.0,2041,0,4165681,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,11.548292608807518
673,11250,3,3,6,6,1977,1977,0.0,4,3,767,0,441,1208,3,1208,0,0,1208,1,0,1,1,3,1,3,6,8,1,2,546,2,198,42,0,0,0,0,0,2006,36,12,3,2.5,2416,42,5837056,4,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,12.013700752882716
674,14442,4,3,6,7,1957,2004,106.0,3,3,1186,0,291,1477,5,1839,0,0,1839,1,0,2,0,3,1,4,7,8,2,2,416,2,0,87,0,0,200,0,0,2007,42,9,4,3.0,3316,287,10995856,4,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,12.458774999085927
675,9200,4,3,6,6,1965,1965,0.0,3,3,892,0,244,1136,3,1136,0,0,1136,1,0,1,0,3,1,3,5,8,1,1,384,2,426,0,0,0,0,0,0,2008,36,9,3,2.0,2272,0,5161984,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,11.849397701591439
676,2289,4,3,6,6,1978,1978,0.0,3,3,311,0,544,855,3,855,586,0,1441,0,0,2,1,3,1,3,7,8,1,2,440,2,28,0,0,0,0,0,0,2009,36,9,3,2.5,2296,0,5271616,4,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,11.908340237224893
677,9600,4,3,4,2,1900,1950,0.0,3,3,0,0,1095,1095,2,1095,679,0,1774,1,0,2,0,4,2,3,8,6,0,3,779,0,0,0,90,0,0,0,0,2006,8,9,6,3.0,2869,90,8231161,9,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,11.37366339763672
678,9022,4,3,5,8,1924,2006,0.0,4,3,0,0,768,768,5,792,0,0,792,0,0,1,0,2,1,4,5,8,0,1,240,0,316,0,120,0,0,0,0,2009,40,12,4,1.0,1560,120,2433600,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,11.603679828238691
679,11844,3,3,8,5,2008,2008,464.0,4,3,0,0,2046,2046,5,2046,0,0,2046,0,0,2,1,3,1,4,7,8,1,3,834,2,322,82,0,0,0,0,0,2009,40,12,4,2.5,4092,82,16744464,9,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,12.827992316801753
680,9945,3,3,5,5,1961,1961,57.0,3,3,827,0,161,988,3,988,0,0,988,1,0,1,0,3,1,3,5,8,0,2,572,2,0,0,0,0,0,0,0,2007,25,9,3,2.0,1976,0,3904576,4,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,11.76368418331741
681,8012,4,3,6,5,1980,1980,0.0,3,3,543,119,261,923,3,923,0,0,923,0,0,2,0,2,1,3,5,8,1,1,264,2,80,0,0,0,0,0,0,2010,30,9,3,2.0,1846,0,3407716,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,11.870599909242046
682,4500,2,3,5,5,1932,2000,0.0,3,3,182,0,611,793,5,848,672,0,1520,0,0,1,0,3,1,3,6,8,0,1,281,2,0,0,56,0,0,0,0,2009,25,9,3,1.0,2313,56,5349969,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,11.979385322467596
683,2887,4,3,6,5,1996,1997,0.0,3,3,1003,0,288,1291,5,1291,0,0,1291,1,0,1,0,2,1,4,6,8,1,2,431,2,307,0,0,0,0,0,0,2008,30,9,4,2.0,2582,0,6666724,4,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,12.061046873479915
684,11248,3,3,9,5,2002,2002,215.0,4,3,1059,0,567,1626,5,1668,0,0,1668,1,0,2,0,3,1,4,7,8,1,3,702,2,257,45,0,0,0,0,0,2007,45,12,4,3.0,3294,45,10850436,9,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,12.560244459250786
685,16770,2,3,7,5,1998,1998,30.0,4,3,0,0,1195,1195,4,1195,644,0,1839,0,0,2,1,4,1,3,7,8,0,2,486,2,0,81,0,0,0,0,0,2010,35,12,3,2.5,3034,81,9205156,4,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,12.30591798049989
