Id,MSSubClass,LotArea,Street,LotShape,LandContour,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,MasVnrArea,ExterQual,ExterCond,Foundation,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,TotRmsAbvGrd,Fireplaces,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,MiscVal,MoSold,YrSold,SaleCondition
2146,SC20,14175,Pave,Reg,Lvl,Inside,Gtl,Sawyer,PosA,Norm,1Fam,1Story,6,8,1956,1956,Gable,CompShg,0.0,TA,TA,CBlock,GasA,TA,Y,FuseA,1188,0,0,1188,1,0,1,1,4,1,Y,102,89,231,0,0,0,0,Jun,2008,Normal
2147,SC190,10532,Pave,Reg,Lvl,Corner,Gtl,ClearCr,Norm,Norm,1Fam,1Story,5,3,1960,1960,Flat,Tar&Grv,275.0,TA,TA,CBlock,GasA,Gd,Y,SBrkr,1721,0,0,1721,2,0,3,1,7,2,Y,50,84,0,0,0,0,0,Dec,2008,Abnorml
2148,SC50,8375,Pave,Reg,Lvl,Corner,Gtl,Sawyer,Norm,Norm,1Fam,1.5Fin,5,7,1941,1973,Gable,CompShg,0.0,TA,TA,BrkTil,GasA,Gd,Y,SBrkr,864,486,0,1350,1,1,2,1,6,0,N,0,0,0,0,0,0,0,Jun,2008,Normal
2149,SC80,10200,Pave,Reg,Lvl,Inside,Gtl,Sawyer,Norm,Norm,1Fam,SLvl,5,8,1970,1970,Hip,CompShg,0.0,TA,Gd,PConc,GasA,Ex,Y,SBrkr,904,0,0,904,1,0,3,1,5,0,Y,143,0,0,0,0,0,0,Jun,2008,Normal
2150,SC20,20270,Pave,IR1,Lvl,CulDSac,Gtl,ClearCr,Norm,Norm,1Fam,1Story,7,6,1979,1979,Gable,CompShg,0.0,TA,TA,CBlock,GasA,TA,Y,SBrkr,1524,0,0,1524,2,0,3,1,7,2,Y,140,0,0,0,0,0,0,Apr,2008,Normal
2151,SC50,5190,Pave,Reg,Lvl,Inside,Gtl,Edwards,Norm,Norm,1Fam,1.5Fin,7,5,1948,1950,Gable,CompShg,0.0,TA,TA,CBlock,GasA,TA,Y,SBrkr,617,462,0,1079,1,0,2,1,5,1,Y,135,0,0,0,0,0,0,Jan,2008,Normal
2152,SC30,19550,Pave,Reg,Lvl,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,5,7,1940,2007,Flat,Tar&Grv,0.0,TA,TA,PConc,GasA,Ex,Y,SBrkr,1518,0,0,1518,1,0,2,1,5,2,Y,0,39,0,0,0,0,0,Jan,2008,Normal
2153,SC20,9571,Pave,Reg,Lvl,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,5,6,1956,1956,Hip,CompShg,0.0,TA,TA,CBlock,GasA,TA,Y,FuseA,1509,0,0,1509,1,0,3,1,6,1,Y,158,0,0,0,576,0,0,Jul,2008,Normal
2154,SC90,9350,Pave,Reg,Lvl,Inside,Gtl,Edwards,Norm,Norm,Duplex,SFoyer,5,5,1975,1975,Gable,CompShg,0.0,TA,TA,PConc,GasA,Fa,N,SBrkr,864,0,0,864,1,0,2,1,4,0,Y,0,0,0,0,0,0,0,Apr,2008,Normal
2155,SC60,9360,Pave,Reg,Lvl,Corner,Gtl,Edwards,Norm,Norm,1Fam,2Story,6,8,1962,2001,Gable,CompShg,216.0,Gd,TA,CBlock,GasA,TA,Y,SBrkr,621,648,0,1269,1,1,3,1,7,0,Y,0,236,0,0,0,0,0,Nov,2008,Normal
2156,SC60,9771,Pave,IR3,Lvl,Corner,Gtl,SawyerW,Norm,Norm,1Fam,2Story,6,5,1995,2002,Gable,CompShg,190.0,Gd,TA,PConc,GasA,Ex,Y,SBrkr,1093,1721,0,2814,2,1,4,1,9,1,Y,48,32,0,0,216,0,0,Jun,2008,Normal
2157,SC20,9938,Pave,Reg,Lvl,Inside,Gtl,SawyerW,Norm,Norm,1Fam,1Story,7,5,1994,1994,Gable,CompShg,251.0,Gd,TA,PConc,GasA,Ex,Y,SBrkr,1626,0,0,1626,2,1,3,1,7,1,Y,424,40,0,0,0,0,0,Apr,2008,Normal
2158,SC60,14171,Pave,IR2,Lvl,CulDSac,Gtl,SawyerW,Norm,Norm,1Fam,2Story,7,5,1993,1994,Gable,CompShg,0.0,Gd,TA,PConc,GasA,Ex,Y,SBrkr,1101,1099,0,2200,2,1,4,1,9,1,Y,168,98,0,0,0,0,0,Dec,2008,Normal
2159,SC80,10541,Pave,IR1,Lvl,Corner,Gtl,SawyerW,Norm,Norm,1Fam,SLvl,7,5,1996,1996,Gable,CompShg,0.0,Gd,TA,PConc,GasA,Ex,Y,SBrkr,1302,735,0,2037,2,1,3,1,8,1,Y,100,33,0,0,0,0,0,Feb,2008,Normal
2160,SC60,10616,Pave,IR1,Lvl,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,2007,2007,Gable,CompShg,0.0,Gd,TA,PConc,GasA,Ex,Y,SBrkr,628,728,0,1356,2,1,3,1,6,1,Y,100,24,0,0,0,0,0,Mar,2008,Partial
2161,SC20,9345,Pave,IR1,Lvl,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,8,5,2007,2007,Gable,CompShg,156.0,Gd,TA,PConc,GasA,Ex,Y,SBrkr,1615,0,0,1615,2,0,3,1,7,1,Y,168,30,0,0,0,0,0,May,2008,Normal
2162,SC20,11778,Pave,Reg,Lvl,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,9,5,2008,2008,Hip,CompShg,554.0,Gd,TA,PConc,GasA,Ex,Y,SBrkr,2276,0,0,2276,2,0,3,1,7,2,Y,0,0,70,0,255,0,0,Jun,2008,Abnorml
2163,SC20,11778,Pave,Reg,Lvl,Inside,Gtl,CollgCr,PosN,Norm,1Fam,1Story,9,5,2008,2008,Hip,CompShg,402.0,Ex,TA,PConc,GasA,Ex,Y,SBrkr,1766,0,0,1766,2,1,3,1,8,2,Y,216,36,0,0,0,0,0,Dec,2008,Partial
2164,SC80,11454,Pave,IR2,Lvl,Corner,Gtl,SawyerW,Norm,Norm,1Fam,SLvl,8,5,1995,1995,Gable,CompShg,302.0,Gd,TA,PConc,GasA,Ex,Y,SBrkr,1511,0,0,1511,2,0,3,1,6,1,Y,168,42,0,0,0,0,0,Feb,2008,Normal
2165,SC20,11500,Pave,IR1,Bnk,CulDSac,Gtl,ClearCr,Norm,Norm,1Fam,1Story,6,6,1966,1966,Flat,Tar&Grv,0.0,TA,TA,CBlock,GasA,Ex,Y,SBrkr,1643,0,0,1643,2,0,2,1,6,1,Y,339,0,0,0,0,0,0,Mar,2008,Normal
2166,SC20,9750,Pave,Reg,Low,Inside,Mod,CollgCr,Norm,Norm,1Fam,1Story,5,7,1994,1994,Gable,CompShg,0.0,TA,TA,PConc,GasA,Ex,Y,SBrkr,990,0,0,990,1,0,3,1,5,0,Y,168,0,0,0,0,0,0,Aug,2008,Normal
2167,SC20,8696,Pave,IR1,Lvl,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,1997,1998,Gable,CompShg,150.0,TA,TA,PConc,GasA,Ex,Y,SBrkr,1418,0,0,1418,2,0,3,1,5,1,Y,208,110,0,0,0,0,0,May,2008,Normal
2168,SC60,13142,Pave,IR1,Lvl,Corner,Gtl,CollgCr,PosN,Norm,1Fam,2Story,6,5,1997,1997,Gable,CompShg,128.0,TA,TA,PConc,GasA,Ex,Y,SBrkr,872,899,0,1771,2,1,3,1,6,0,Y,0,96,0,0,0,0,0,Jul,2008,Normal
2169,SC60,8998,Pave,IR1,Lvl,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,2000,2000,Gable,CompShg,120.0,Gd,TA,PConc,GasA,Ex,Y,SBrkr,782,870,0,1652,2,1,3,1,6,0,Y,0,70,0,0,0,0,0,Jun,2008,Normal
2170,SC60,12192,Pave,IR1,Lvl,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,2000,2001,Gable,CompShg,0.0,Gd,TA,PConc,GasA,Ex,Y,SBrkr,928,895,0,1823,2,1,3,1,6,0,Y,192,36,0,0,0,0,4500,May,2008,Normal
2171,SC20,12250,Pave,IR1,Lvl,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,6,1978,1978,Gable,CompShg,180.0,TA,TA,CBlock,GasA,Ex,Y,SBrkr,1174,0,0,1174,1,0,3,1,5,0,Y,211,0,280,0,0,0,0,May,2008,Normal
2172,SC20,9216,Pave,IR1,Lvl,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,6,1975,1975,Gable,CompShg,176.0,TA,TA,CBlock,GasA,TA,Y,SBrkr,1076,0,0,1076,1,1,3,1,5,1,Y,0,0,0,0,0,0,0,Sep,2008,Abnorml
2173,SC20,14330,Pave,IR1,Lvl,CulDSac,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,6,1975,2001,Gable,CompShg,0.0,TA,TA,CBlock,GasA,TA,Y,SBrkr,1558,0,0,1558,2,0,2,1,5,0,Y,140,0,239,0,227,0,0,Aug,2008,Normal
2174,SC60,10400,Pave,Reg,Lvl,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,2001,2001,Gable,CompShg,227.0,Gd,TA,PConc,GasA,Ex,Y,SBrkr,1290,871,0,2161,2,1,3,1,8,1,Y,0,84,0,0,0,0,0,Jun,2008,Normal
2175,SC60,9720,Pave,IR1,Lvl,CulDSac,Gtl,CollgCr,Norm,Norm,1Fam,2Story,9,5,2001,2002,Gable,CompShg,134.0,Gd,TA,PConc,GasA,Ex,Y,SBrkr,1366,581,0,1947,2,1,3,1,7,1,Y,168,116,0,0,0,0,0,Jan,2008,Normal
2176,SC20,14860,Pave,IR2,Lvl,CulDSac,Gtl,CollgCr,Norm,Norm,1Fam,1Story,8,5,2002,2003,Hip,CompShg,240.0,Gd,TA,PConc,GasA,Ex,Y,SBrkr,1786,0,0,1786,2,0,3,1,6,1,Y,182,35,0,0,0,0,0,Jun,2008,Normal
2177,SC60,10905,Pave,IR2,Lvl,CulDSac,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,2003,2003,Gable,CompShg,0.0,Gd,TA,PConc,GasA,Ex,Y,SBrkr,1129,1198,0,2327,2,1,4,1,9,1,Y,0,57,0,0,0,0,0,Aug,2008,Normal
2178,SC60,11690,Pave,IR1,Lvl,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,8,5,1999,2000,Gable,CompShg,192.0,Gd,TA,PConc,GasA,Ex,Y,SBrkr,886,878,0,1764,2,1,3,1,7,1,Y,120,29,0,0,0,0,0,Jun,2008,Normal
2179,SC120,4426,Pave,Reg,Lvl,Inside,Gtl,CollgCr,Norm,Norm,TwnhsE,1Story,6,5,2004,2004,Gable,CompShg,205.0,Gd,TA,PConc,GasA,Ex,Y,SBrkr,848,0,0,848,1,0,1,1,3,0,Y,140,0,0,0,0,0,0,Feb,2008,Normal
2180,SC90,10126,Pave,Reg,Lvl,Corner,Gtl,CollgCr,Norm,Norm,Duplex,SFoyer,6,5,1997,1998,Gable,CompShg,0.0,TA,Gd,PConc,GasA,Ex,Y,SBrkr,1838,0,0,1838,2,0,2,2,8,0,Y,160,67,0,0,0,0,0,Jul,2008,Abnorml
2181,SC20,9750,Pave,Reg,Lvl,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2004,2004,Gable,CompShg,50.0,Gd,TA,PConc,GasA,Ex,Y,SBrkr,1445,0,0,1445,2,0,3,1,6,0,Y,0,35,0,0,0,0,0,Jun,2008,Normal
2182,SC20,11058,Pave,Reg,Lvl,Corner,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,6,2007,2007,Gable,CompShg,212.0,Gd,TA,PConc,GasA,Ex,Y,SBrkr,1564,0,0,1564,2,0,3,1,6,0,Y,0,24,0,0,0,0,0,Feb,2008,Normal
2183,SC20,9627,Pave,Reg,Lvl,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2007,2007,Gable,CompShg,0.0,Gd,TA,PConc,GasA,Ex,Y,SBrkr,1361,0,0,1361,2,0,3,1,6,0,Y,0,50,0,0,0,0,0,Jun,2008,Normal
2184,SC20,9825,Pave,Reg,Lvl,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,5,5,1966,1966,Hip,CompShg,0.0,TA,TA,CBlock,GasA,TA,Y,SBrkr,1092,0,0,1092,1,0,3,1,6,0,Y,259,0,0,0,161,0,0,Apr,2008,Abnorml
2185,SC85,12102,Pave,Reg,Lvl,Inside,Gtl,Edwards,Norm,Norm,1Fam,SFoyer,5,5,1976,1976,Gable,CompShg,222.0,TA,TA,CBlock,GasA,Ex,Y,SBrkr,1033,0,0,1033,1,0,3,1,6,0,Y,224,0,0,0,0,0,0,Apr,2008,Family
2186,SC20,6500,Pave,Reg,Lvl,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,6,6,1976,1976,Hip,CompShg,84.0,TA,TA,CBlock,GasA,TA,Y,SBrkr,1127,0,0,1127,1,1,3,1,6,1,Y,0,0,138,0,0,0,0,May,2008,Normal
2187,SC80,9638,Pave,IR1,Lvl,CulDSac,Gtl,Edwards,Norm,Norm,1Fam,SLvl,6,6,1977,1977,Hip,CompShg,0.0,TA,TA,CBlock,GasA,TA,Y,SBrkr,1117,0,0,1117,1,0,3,1,6,1,Y,292,0,0,0,0,0,0,Nov,2008,Normal
2188,SC60,7200,Pave,Reg,Lvl,Inside,Gtl,Edwards,Norm,Norm,1Fam,2Story,6,7,1976,2001,Hip,CompShg,0.0,TA,TA,CBlock,GasA,TA,Y,SBrkr,684,714,0,1398,1,1,3,1,6,1,Y,0,0,0,0,0,0,0,Feb,2008,Normal
2189,SC20,47007,Pave,IR1,Lvl,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,5,7,1959,1996,Gable,CompShg,0.0,TA,TA,Slab,GasA,TA,Y,SBrkr,3820,0,0,3820,3,1,5,1,11,2,Y,0,372,0,0,0,0,0,Jul,2008,Normal
2190,SC90,6012,Pave,Reg,Lvl,Corner,Gtl,Edwards,Norm,Norm,Duplex,1Story,4,5,1955,1955,Gable,CompShg,0.0,TA,Fa,PConc,GasA,TA,N,SBrkr,1152,0,0,1152,2,0,2,2,6,0,N,0,0,0,0,0,0,0,Jun,2008,AdjLand
2191,SC90,6845,Pave,Reg,Lvl,Inside,Gtl,Edwards,Norm,Norm,Duplex,1Story,4,5,1955,1955,Gable,CompShg,58.0,TA,TA,Slab,GasA,TA,N,FuseF,1152,0,0,1152,2,0,2,2,6,0,N,0,0,0,0,0,0,0,Jul,2008,Normal
2192,SC190,6931,Pave,Reg,Lvl,Inside,Gtl,Edwards,Norm,Norm,2fmCon,1Story,4,5,1955,1955,Hip,CompShg,0.0,TA,TA,CBlock,GasA,TA,N,FuseP,784,0,0,784,1,0,2,1,4,0,Y,112,0,0,0,0,0,0,May,2008,Normal
2193,SC50,12180,Pave,Reg,Lvl,Inside,Gtl,Edwards,Norm,Norm,1Fam,1.5Fin,5,7,1938,2007,Gable,CompShg,0.0,TA,TA,PConc,GasA,Gd,Y,FuseF,585,468,0,1053,1,1,2,1,5,0,N,42,0,0,0,0,0,0,Jan,2008,Family
2194,SC50,8050,Pave,Reg,Lvl,Inside,Gtl,Edwards,Norm,Norm,1Fam,1.5Fin,5,8,1947,1993,Gable,CompShg,0.0,TA,Gd,Slab,GasA,Gd,Y,SBrkr,929,208,0,1137,1,1,4,1,8,0,Y,0,0,0,0,0,0,0,Apr,2008,Normal
2195,SC20,9520,Pave,Reg,Bnk,Inside,Mod,Edwards,Norm,Norm,1Fam,1Story,4,5,1953,1953,Gable,CompShg,115.0,TA,TA,CBlock,GasA,TA,Y,SBrkr,930,0,0,930,1,0,2,1,5,0,Y,134,0,0,0,0,0,3000,May,2008,Normal
2196,SC80,7692,Pave,Reg,Bnk,Inside,Mod,Edwards,Norm,Norm,1Fam,SLvl,4,6,1954,1954,Gable,CompShg,0.0,TA,TA,CBlock,GasA,Gd,Y,FuseA,1204,0,0,1204,1,0,3,1,6,0,Y,0,0,0,0,0,0,0,Nov,2008,Abnorml
2197,SC30,5142,Pave,Reg,Lvl,Inside,Gtl,Edwards,Norm,Norm,1Fam,1.5Fin,4,7,1923,2008,Gable,CompShg,0.0,TA,TA,PConc,GasA,TA,Y,SBrkr,949,343,0,1292,1,1,3,1,6,0,N,0,0,183,0,0,0,0,Jun,2008,Normal
2198,SC30,7290,Pave,Reg,Lvl,Corner,Gtl,SWISU,Norm,Norm,1Fam,1Story,7,8,1921,1950,Gable,CompShg,174.0,TA,TA,BrkTil,GasA,Ex,Y,SBrkr,1424,0,0,1424,2,0,2,1,7,1,Y,0,0,90,0,0,0,0,Apr,2008,Normal
2199,SC90,7804,Pave,Reg,Lvl,Inside,Gtl,SWISU,Norm,Norm,Duplex,2.5Unf,6,7,1930,1950,Gable,CompShg,0.0,TA,TA,BrkTil,GasA,Ex,Y,SBrkr,960,960,0,1920,2,2,4,2,10,2,Y,248,0,121,0,0,0,0,Jul,2008,Abnorml
2200,SC70,8969,Pave,Reg,Bnk,Inside,Gtl,Crawfor,Norm,Norm,1Fam,2Story,6,6,1926,1950,Gambrel,CompShg,0.0,TA,TA,BrkTil,GasA,Ex,Y,SBrkr,672,644,0,1316,1,0,2,1,6,1,P,0,0,0,0,192,0,0,Jul,2008,Normal
2201,SC50,15564,Pave,Reg,Lvl,Inside,Gtl,Crawfor,Norm,Norm,1Fam,1.5Fin,6,6,1914,1995,Gable,CompShg,0.0,TA,TA,BrkTil,GasA,Ex,Y,SBrkr,676,588,0,1264,1,0,3,1,6,0,Y,424,0,0,0,0,0,400,Jan,2008,Normal
2202,SC70,7609,Pave,Reg,Lvl,Corner,Gtl,Crawfor,Norm,Norm,1Fam,2Story,8,9,1925,1997,Gable,CompShg,0.0,Gd,Gd,PConc,GasA,Ex,Y,SBrkr,798,714,0,1512,2,0,3,1,7,1,P,85,16,41,0,0,0,0,Jun,2008,Normal
2203,SC70,9650,Pave,IR1,HLS,Corner,Gtl,Crawfor,Norm,Norm,1Fam,2Story,6,3,1923,1950,Hip,CompShg,0.0,TA,TA,BrkTil,GasA,TA,Y,SBrkr,819,784,0,1603,1,0,4,1,7,1,Y,0,217,0,0,0,0,0,Jun,2008,Normal
2204,SC50,11700,Pave,IR1,HLS,Inside,Mod,Crawfor,Norm,Norm,1Fam,1.5Fin,5,6,1937,1995,Gable,CompShg,0.0,TA,TA,CBlock,GasA,Ex,Y,SBrkr,1265,673,0,1938,2,0,4,1,7,1,Y,0,40,0,0,0,0,0,Jul,2008,Normal
2205,SC50,9260,Pave,IR1,HLS,Inside,Gtl,Crawfor,Feedr,Norm,1Fam,1.5Fin,5,4,1938,1950,Gable,CompShg,0.0,TA,TA,BrkTil,GasA,TA,Y,FuseF,932,442,0,1374,1,0,3,1,6,0,Y,64,0,0,0,100,0,0,Mar,2008,Normal
2206,SC20,7801,Pave,IR1,Lvl,Corner,Gtl,Crawfor,Feedr,Norm,1Fam,1Story,6,5,1951,1951,Hip,CompShg,88.0,TA,Fa,PConc,GasA,Fa,N,FuseA,1091,0,0,1091,1,0,2,1,5,1,Y,66,105,0,0,221,0,0,May,2008,Normal
2207,SC70,9670,Pave,IR1,HLS,Inside,Mod,Crawfor,Norm,Norm,1Fam,2Story,8,6,1935,1950,Gable,CompShg,40.0,TA,TA,PConc,GasA,TA,Y,SBrkr,983,890,0,1873,1,1,4,1,9,2,Y,0,0,207,0,0,0,0,Jun,2008,Alloca
2208,SC50,12392,Pave,Reg,Bnk,Inside,Gtl,Crawfor,Norm,Norm,1Fam,1.5Fin,7,9,1950,2000,Gable,CompShg,0.0,TA,Gd,CBlock,GasA,Ex,Y,SBrkr,1218,943,0,2161,2,1,3,1,8,2,Y,0,96,0,0,0,0,0,Apr,2008,Normal
2209,SC20,26073,Pave,IR1,Lvl,CulDSac,Gtl,Crawfor,Norm,Norm,1Fam,1Story,5,5,1956,1956,Gable,CompShg,0.0,TA,TA,PConc,GasA,Ex,Y,FuseA,1898,0,0,1898,2,1,3,1,7,2,Y,0,51,224,0,0,0,0,Apr,2008,Normal
2210,SC160,1879,Pave,Reg,Lvl,CulDSac,Gtl,Blueste,Norm,Norm,Twnhs,2Story,6,6,1980,1980,Gable,CompShg,0.0,TA,TA,CBlock,GasA,TA,Y,SBrkr,516,516,0,1032,1,0,2,1,5,1,Y,213,0,0,0,0,0,0,Dec,2008,Normal
2211,SC30,7000,Pave,Reg,Lvl,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1Story,6,8,1926,1998,Gable,CompShg,0.0,TA,Gd,BrkTil,GasA,TA,Y,SBrkr,919,0,0,919,1,0,2,1,5,0,P,0,0,116,0,0,0,0,Jul,2008,Normal
2212,SC50,6000,Pave,Reg,Lvl,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1.5Fin,6,8,1940,2006,Gable,CompShg,0.0,TA,TA,CBlock,GasA,Gd,Y,SBrkr,760,330,0,1090,1,0,3,1,5,0,Y,0,0,0,0,0,0,0,Jul,2008,Normal
2213,SC50,8155,Pave,Reg,Lvl,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1.5Fin,5,7,1930,1950,Gable,CompShg,0.0,TA,TA,CBlock,GasA,Gd,Y,FuseA,780,420,0,1200,1,0,4,1,7,0,Y,0,0,96,0,0,0,0,Jul,2008,Normal
2214,SC80,6000,Pave,Reg,Lvl,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,SLvl,5,5,1967,1967,Hip,CompShg,0.0,Fa,TA,CBlock,GasA,Ex,Y,SBrkr,1092,564,0,1656,1,1,3,1,7,1,Y,0,180,0,0,100,0,0,Jul,2008,Normal
2215,SC30,7392,Pave,Reg,Lvl,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1Story,5,7,1930,1995,Gable,CompShg,0.0,TA,TA,BrkTil,GasA,TA,Y,FuseA,912,0,0,912,1,0,2,1,5,0,Y,0,90,0,0,0,0,0,May,2008,Normal
2216,SC50,9000,Pave,Reg,Lvl,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1.5Fin,5,5,1958,1958,Gable,CompShg,162.0,TA,TA,CBlock,GasA,Gd,Y,FuseA,1151,804,0,1955,2,0,4,1,7,0,Y,0,0,0,0,0,0,0,Jan,2008,Normal
2217,SC20,14584,Pave,Reg,Low,Inside,Mod,IDOTRR,Norm,Norm,1Fam,1Story,1,5,1952,1952,Gable,CompShg,0.0,Fa,Po,Slab,Wall,Po,N,FuseA,733,0,0,733,1,0,2,1,4,0,N,0,0,0,0,0,0,0,Feb,2008,Abnorml
2218,SC70,5280,Pave,Reg,Lvl,Corner,Gtl,IDOTRR,Feedr,Norm,1Fam,2Story,4,7,1895,1950,Gable,CompShg,0.0,TA,TA,Stone,GasA,Ex,N,SBrkr,825,536,0,1361,1,0,2,1,6,0,Y,0,123,0,0,0,0,0,Jul,2008,Normal
2219,SC50,5150,Pave,Reg,Lvl,Corner,Gtl,IDOTRR,Feedr,Norm,1Fam,1.5Fin,4,7,1910,2000,Gable,CompShg,0.0,TA,TA,PConc,GasA,TA,N,FuseA,671,378,0,1049,1,0,2,1,5,0,N,0,0,0,0,0,0,0,May,2008,Normal
2220,SC70,9000,Grvl,Reg,Bnk,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,2Story,4,6,1920,1950,Gable,CompShg,0.0,TA,TA,Stone,GasA,Ex,Y,SBrkr,432,432,0,864,1,1,3,1,5,0,N,0,30,160,0,0,0,0,Jun,2008,Normal
2221,SC120,3843,Pave,IR1,HLS,Inside,Mod,Crawfor,Norm,Norm,TwnhsE,1Story,8,5,2007,2008,Hip,CompShg,186.0,Ex,TA,PConc,GasA,Ex,Y,SBrkr,1648,0,0,1648,2,0,2,1,5,1,Y,162,53,0,153,0,0,0,Aug,2008,Partial
2222,SC120,3811,Pave,IR1,HLS,Inside,Mod,Crawfor,Norm,Norm,TwnhsE,1Story,7,5,2004,2005,Hip,CompShg,174.0,Gd,TA,PConc,GasA,Ex,Y,SBrkr,1646,0,0,1646,2,0,2,1,5,1,Y,128,53,0,0,155,0,0,Jul,2008,Normal
2223,SC20,23730,Pave,IR2,Lvl,Inside,Gtl,Mitchel,Norm,Norm,1Fam,1Story,7,5,1996,1997,Gable,CompShg,668.0,Gd,TA,PConc,GasA,Ex,Y,SBrkr,2032,0,0,2032,3,0,3,1,7,0,Y,0,46,192,0,0,0,0,Sep,2008,Normal
2224,SC60,11050,Pave,Reg,Lvl,Inside,Gtl,Mitchel,Norm,Norm,1Fam,2Story,7,5,1996,1997,Gable,CompShg,0.0,TA,TA,PConc,GasA,Ex,Y,SBrkr,910,910,0,1820,2,1,3,1,8,1,Y,318,32,0,0,0,0,0,Sep,2008,Normal
2225,SC90,10260,Pave,Reg,Lvl,Inside,Gtl,Mitchel,Norm,Norm,Duplex,2Story,5,4,1976,1976,Gable,CompShg,0.0,TA,TA,CBlock,GasA,TA,Y,SBrkr,936,936,0,1872,2,2,4,2,8,0,Y,0,0,0,0,0,0,0,Nov,2008,Abnorml
2226,SC20,9990,Pave,Reg,Lvl,Inside,Gtl,Mitchel,Norm,Norm,1Fam,1Story,4,5,1991,1991,Gable,CompShg,0.0,TA,TA,PConc,GasA,Gd,Y,SBrkr,1689,0,0,1689,2,0,3,1,6,1,Y,428,120,0,0,0,0,0,Jul,2008,Normal
2227,SC120,4084,Pave,IR1,Lvl,Inside,Gtl,Timber,Norm,Norm,TwnhsE,1Story,7,6,1986,1986,Gable,CompShg,340.0,Gd,TA,CBlock,GasA,Gd,Y,SBrkr,1501,0,0,1501,2,0,2,1,6,1,Y,240,0,0,0,0,0,0,Jul,2008,Normal
2228,SC20,11563,Pave,IR1,HLS,Inside,Gtl,Timber,Norm,Norm,1Fam,1Story,8,5,2006,2007,Hip,CompShg,258.0,Gd,TA,PConc,GasA,Ex,Y,SBrkr,1537,0,0,1537,2,0,3,1,8,0,Y,0,26,0,0,0,0,0,Apr,2008,Normal
2229,SC60,12852,Pave,IR1,HLS,Corner,Gtl,Timber,Norm,Norm,1Fam,2Story,8,5,2007,2007,Gable,CompShg,0.0,Gd,TA,PConc,GasA,Ex,Y,SBrkr,920,860,0,1780,2,1,3,1,6,1,Y,0,192,0,0,0,0,0,Jan,2008,Partial
2230,SC80,9802,Pave,Reg,Lvl,Inside,Gtl,Timber,Norm,Norm,1Fam,SLvl,5,5,2006,2007,Gable,CompShg,0.0,TA,TA,PConc,GasA,Gd,Y,SBrkr,712,730,0,1442,2,1,3,1,6,0,Y,100,0,0,0,0,0,0,Apr,2008,Normal
2231,SC60,12018,Pave,IR1,HLS,Corner,Gtl,Timber,Norm,Norm,1Fam,2Story,7,5,2008,2008,Gable,CompShg,60.0,Gd,TA,PConc,GasA,Ex,Y,SBrkr,796,816,0,1612,2,1,3,1,6,0,Y,0,64,0,0,0,0,0,Oct,2008,Partial
2232,SC20,12890,Pave,IR1,Lvl,Inside,Gtl,Timber,Norm,Norm,1Fam,1Story,6,5,1989,1989,Gable,CompShg,128.0,TA,TA,CBlock,GasA,Ex,Y,SBrkr,1495,0,0,1495,2,0,3,1,8,1,Y,252,0,192,0,0,0,0,Jul,2008,Normal
2233,SC20,18265,Pave,Reg,Lvl,Corner,Gtl,Timber,Norm,Norm,1Fam,1Story,6,5,1986,1986,Gable,CompShg,228.0,Gd,Gd,CBlock,GasA,Ex,Y,SBrkr,1256,0,0,1256,2,0,3,1,6,1,Y,282,0,0,0,0,0,0,Mar,2008,Normal
