Id,LotArea,LotShape,LandSlope,OverallQual,OverallCond,YearBuilt,YearRemodAdd,MasVnrArea,ExterQual,ExterCond,BsmtFinSF1,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,HeatingQC,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,GarageCars,GarageArea,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,MiscVal,YrSold,OverallGrade,ExterGrade,KitchenScore,TotalBath,AllSF,AllPorchSF,AllSF-2,GarageCars-2,MSSubClass_SC120,MSSubClass_SC150,MSSubClass_SC160,MSSubClass_SC190,MSSubClass_SC20,MSSubClass_SC30,MSSubClass_SC50,MSSubClass_SC60,MSSubClass_SC70,MSSubClass_SC80,MSSubClass_SC85,MSSubClass_SC90,MSZoning_Other,MSZoning_RL,MSZoning_RM,LandContour_HLS,LandContour_Low,LandContour_Lvl,LotConfig_CulDSac,LotConfig_FR2,LotConfig_Inside,Neighborhood_BrDale,Neighborhood_BrkSide,Neighborhood_ClearCr,Neighborhood_CollgCr,Neighborhood_Crawfor,Neighborhood_Edwards,Neighborhood_Gilbert,Neighborhood_IDOTRR,Neighborhood_MeadowV,Neighborhood_Mitchel,Neighborhood_NAmes,Neighborhood_NWAmes,Neighborhood_NoRidge,Neighborhood_NridgHt,Neighborhood_OldTown,Neighborhood_Other,Neighborhood_SWISU,Neighborhood_Sawyer,Neighborhood_SawyerW,Neighborhood_Somerst,Neighborhood_StoneBr,Neighborhood_Timber,Condition1_Feedr,Condition1_Norm,Condition1_Other,Condition1_PosN,Condition1_RRAn,BldgType_Twnhs,BldgType_TwnhsE,HouseStyle_1Story,HouseStyle_2Story,HouseStyle_Other,HouseStyle_SFoyer,RoofStyle_Hip,RoofStyle_Other,Exterior1st_BrkFace,Exterior1st_CemntBd,Exterior1st_HdBoard,Exterior1st_MetalSd,Exterior1st_Other,Exterior1st_Plywood,Exterior1st_Stucco,Exterior1st_VinylSd,Exterior1st_Wd Sdng,Exterior1st_WdShing,Exterior2nd_BrkFace,Exterior2nd_HdBoard,Exterior2nd_Other,Exterior2nd_Plywood,Exterior2nd_Stucco,Exterior2nd_Wd Sdng,Exterior2nd_Wd Shng,Foundation_CBlock,Foundation_Other,Foundation_PConc,Foundation_Slab,CentralAir_Y,Electrical_FuseF,Electrical_Other,Electrical_SBrkr,MoSold_Aug,MoSold_Dec,MoSold_Feb,MoSold_Jan,MoSold_Jul,MoSold_Jun,MoSold_Mar,MoSold_May,MoSold_Nov,MoSold_Oct,MoSold_Sep,SaleType_New,SaleType_Other,SaleType_WD,SaleCondition_Family,SaleCondition_Normal,SaleCondition_Other,SaleCondition_Partial,Street_Pave,Condition2_Feedr,Condition2_PosA,Condition2_PosN,RoofMatl_Tar&Grv,RoofMatl_WdShake,RoofMatl_WdShngl,Heating_GasW,Heating_Grav,Heating_Wall
1208,9135,4,3,6,5,2003,2003,120.0,4,3,340.0,0.0,1342.0,1682.0,5,1700,0,0,1700,1.0,0.0,2,0,3,1,4.0,7,8.0,0,2.0,544.0,2,192,23,0,0,0,0,0,2006,30,12,4.0,3.0,3382.0,23,11437924.0,4.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1209,7763,4,3,5,7,1962,1980,0.0,3,4,504.0,108.0,319.0,931.0,3,1283,0,0,1283,1.0,0.0,1,0,3,1,3.0,6,8.0,0,2.0,506.0,2,0,0,0,0,0,0,0,2008,35,12,3.0,2.0,2214.0,0,4901796.0,4.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1210,10182,3,3,8,5,2006,2006,420.0,4,3,1220.0,0.0,440.0,1660.0,5,1660,0,0,1660,1.0,0.0,2,0,3,1,4.0,8,8.0,1,2.0,500.0,2,322,50,0,0,0,0,0,2006,40,12,4.0,3.0,3320.0,50,11022400.0,4.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1211,11218,4,3,6,5,1992,1992,0.0,4,3,0.0,0.0,1055.0,1055.0,5,1055,790,0,1845,0.0,0.0,2,1,3,1,4.0,8,8.0,1,2.0,462.0,2,635,104,0,0,0,0,400,2010,30,12,4.0,2.5,2900.0,104,8410000.0,4.0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1212,12134,3,2,8,7,1988,2005,0.0,4,3,427.0,0.0,132.0,559.0,4,1080,672,0,1752,0.0,0.0,2,0,4,1,3.0,8,8.0,0,2.0,492.0,2,325,12,0,0,0,0,0,2010,56,12,3.0,2.0,2311.0,12,5340721.0,4.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1213,9340,4,3,4,6,1941,1950,0.0,3,3,344.0,0.0,328.0,672.0,3,672,0,0,672,1.0,0.0,1,0,2,1,3.0,4,8.0,0,1.0,234.0,0,0,113,0,0,0,0,0,2009,24,9,3.0,2.0,1344.0,113,1806336.0,1.0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1214,10246,3,3,4,9,1965,2001,0.0,3,4,648.0,0.0,0.0,648.0,5,960,0,0,960,1.0,1.0,0,0,0,1,3.0,3,8.0,0,1.0,364.0,2,88,0,0,0,0,0,0,2006,36,12,3.0,1.5,1608.0,0,2585664.0,1.0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1215,10205,3,3,5,5,1962,1962,0.0,3,3,784.0,0.0,141.0,925.0,3,999,0,0,999,1.0,0.0,1,0,3,1,3.0,6,8.0,0,1.0,300.0,2,150,72,0,0,0,0,0,2006,25,9,3.0,2.0,1924.0,72,3701776.0,1.0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1216,7094,3,3,5,5,1966,1966,0.0,3,3,180.0,374.0,340.0,894.0,3,894,0,0,894,0.0,0.0,1,0,3,1,3.0,5,8.0,0,1.0,384.0,2,0,0,0,0,0,0,0,2007,25,9,3.0,1.0,1788.0,0,3196944.0,1.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1217,8930,4,3,6,5,1978,1978,0.0,3,3,0.0,0.0,0.0,0.0,3,1318,584,0,1902,0.0,0.0,2,0,4,2,3.0,8,8.0,0,2.0,539.0,2,0,0,0,0,0,0,0,2010,30,9,6.0,2.0,1902.0,0,3617604.0,4.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1218,8640,4,3,8,5,2009,2009,72.0,4,3,936.0,0.0,364.0,1300.0,5,1314,0,0,1314,1.0,0.0,2,0,3,1,4.0,6,8.0,0,2.0,552.0,2,135,112,0,0,0,0,0,2009,40,12,4.0,3.0,2614.0,112,6832996.0,4.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1219,6240,4,3,4,5,1947,1950,0.0,3,3,0.0,0.0,0.0,0.0,4,672,240,0,912,0.0,0.0,1,0,2,1,3.0,3,8.0,0,0.0,0.0,0,0,0,0,0,0,0,0,2006,20,9,3.0,1.0,912.0,0,831744.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1220,1680,4,3,6,5,1971,1971,236.0,3,3,0.0,0.0,672.0,672.0,3,672,546,0,1218,0.0,0.0,1,1,3,1,3.0,7,8.0,0,0.0,0.0,0,201,0,0,0,0,0,0,2006,30,9,3.0,1.5,1890.0,0,3572100.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1221,7800,3,3,5,5,1964,1964,0.0,3,3,312.0,600.0,0.0,912.0,3,912,0,0,912,0.0,0.0,1,0,2,1,3.0,5,8.0,0,1.0,288.0,2,0,0,0,0,0,0,0,2006,25,9,3.0,1.0,1824.0,0,3326976.0,1.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1222,8250,4,3,5,5,1968,1968,0.0,3,3,250.0,492.0,210.0,952.0,5,1211,0,0,1211,0.0,0.0,1,0,3,1,3.0,5,8.0,1,1.0,322.0,2,0,63,0,0,0,0,0,2008,25,9,3.0,1.0,2163.0,63,4678569.0,1.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1223,10496,4,3,6,6,1949,1950,320.0,3,3,196.0,0.0,844.0,1040.0,5,1168,678,0,1846,0.0,0.0,2,0,3,1,3.0,7,8.0,1,1.0,315.0,2,0,0,0,0,0,0,0,2007,36,9,3.0,2.0,2886.0,0,8328996.0,1.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1224,10680,4,3,5,3,1951,1951,44.0,3,3,756.0,0.0,1380.0,2136.0,3,2136,0,0,2136,0.0,0.0,2,0,4,1,3.0,7,5.0,0,2.0,528.0,2,0,30,0,0,0,0,0,2006,15,9,3.0,2.0,4272.0,30,18249984.0,4.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1225,15384,3,3,7,5,2004,2005,0.0,4,3,724.0,0.0,64.0,788.0,5,788,702,0,1490,1.0,0.0,2,1,3,1,4.0,8,8.0,1,2.0,388.0,2,100,75,0,0,0,0,0,2008,35,12,4.0,3.5,2278.0,75,5189284.0,4.0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1226,10482,4,3,6,8,1958,1958,63.0,3,4,507.0,0.0,81.0,588.0,5,1138,0,0,1138,0.0,1.0,1,0,3,1,3.0,6,8.0,0,1.0,264.0,2,224,0,0,0,0,0,0,2007,48,12,3.0,1.5,1726.0,0,2979076.0,1.0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1227,14598,3,3,6,5,2007,2007,74.0,4,3,0.0,0.0,894.0,894.0,5,894,1039,0,1933,0.0,0.0,2,1,4,1,4.0,9,8.0,1,3.0,668.0,2,100,18,0,0,0,0,0,2008,30,12,4.0,2.5,2827.0,18,7991929.0,9.0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1228,8872,4,3,5,8,1965,2008,300.0,3,3,595.0,0.0,317.0,912.0,5,912,0,0,912,1.0,0.0,1,0,2,1,4.0,5,8.0,0,2.0,576.0,2,0,240,0,0,0,0,0,2008,40,9,4.0,2.0,1824.0,240,3326976.0,4.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1229,8769,4,3,9,5,2008,2008,766.0,5,3,1540.0,0.0,162.0,1702.0,5,1702,0,0,1702,1.0,0.0,1,1,1,1,5.0,7,8.0,1,3.0,1052.0,2,0,72,0,0,224,0,0,2008,45,15,5.0,2.5,3404.0,296,11587216.0,9.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1230,7910,4,3,5,5,1960,1960,0.0,3,3,666.0,0.0,409.0,1075.0,4,1507,0,0,1507,0.0,0.0,2,0,4,1,3.0,7,4.0,0,1.0,404.0,2,0,0,0,0,0,0,0,2008,25,9,3.0,2.0,2582.0,0,6666724.0,1.0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1231,18890,3,3,5,5,1977,1977,1.0,3,3,498.0,211.0,652.0,1361.0,5,1361,1259,0,2620,0.0,0.0,2,2,4,2,3.0,12,8.0,1,2.0,600.0,0,155,24,145,0,0,0,8300,2007,25,9,6.0,3.0,3981.0,169,15848361.0,4.0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1232,7728,4,3,5,6,1962,1962,120.0,3,3,803.0,0.0,303.0,1106.0,3,1190,0,0,1190,1.0,0.0,1,0,3,1,3.0,6,8.0,0,2.0,540.0,2,0,18,0,0,0,0,0,2006,30,9,3.0,2.0,2296.0,18,5271616.0,4.0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1233,9842,4,3,4,5,1962,1962,0.0,3,3,0.0,0.0,0.0,0.0,3,1224,0,0,1224,0.0,0.0,2,0,2,2,3.0,6,8.0,0,2.0,462.0,2,0,0,0,0,0,0,0,2007,20,9,6.0,2.0,1224.0,0,1498176.0,4.0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1234,12160,3,3,5,5,1959,1959,180.0,3,3,1000.0,0.0,188.0,1188.0,2,1188,0,0,1188,1.0,0.0,1,0,3,1,3.0,6,8.0,0,2.0,531.0,2,0,0,0,0,0,0,0,2010,25,9,3.0,2.0,2376.0,0,5645376.0,4.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1235,8525,4,3,5,6,1911,1950,0.0,3,3,0.0,0.0,940.0,940.0,3,1024,940,0,1964,0.0,0.0,1,1,4,1,3.0,7,8.0,0,0.0,0.0,0,0,192,0,0,0,0,0,2008,30,9,3.0,1.5,2904.0,192,8433216.0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1236,13132,4,3,5,5,1914,1950,0.0,3,3,0.0,0.0,747.0,747.0,4,892,892,0,1784,0.0,0.0,1,1,4,1,3.0,9,8.0,0,1.0,180.0,0,203,40,0,0,0,0,0,2006,25,9,3.0,1.5,2531.0,40,6405961.0,1.0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1237,2628,4,3,7,5,2003,2003,106.0,4,3,0.0,0.0,764.0,764.0,5,764,862,0,1626,0.0,0.0,2,1,2,1,4.0,6,8.0,0,2.0,474.0,2,0,27,0,0,0,0,0,2010,35,12,4.0,2.5,2390.0,27,5712100.0,4.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1238,12393,2,3,7,5,2004,2005,0.0,4,3,0.0,0.0,847.0,847.0,5,847,1101,0,1948,0.0,0.0,2,1,4,1,4.0,8,8.0,1,2.0,434.0,2,100,48,0,0,0,0,0,2006,35,12,4.0,2.5,2795.0,48,7812025.0,4.0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1239,13072,4,3,6,5,2005,2005,0.0,4,3,0.0,0.0,1141.0,1141.0,5,1141,0,0,1141,0.0,0.0,1,1,3,1,3.0,6,8.0,0,2.0,484.0,2,0,0,0,0,0,0,0,2006,30,12,3.0,1.5,2282.0,0,5207524.0,4.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1240,9037,3,3,8,5,2006,2006,32.0,4,3,428.0,0.0,1048.0,1476.0,5,1484,0,0,1484,0.0,0.0,2,0,2,1,5.0,6,8.0,1,2.0,472.0,2,120,33,0,0,0,0,0,2007,40,12,5.0,2.0,2960.0,33,8761600.0,4.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1241,8158,4,3,7,5,2003,2003,252.0,4,3,550.0,0.0,334.0,884.0,5,884,884,0,1768,1.0,0.0,2,1,3,1,4.0,8,8.0,0,2.0,543.0,2,0,63,0,0,0,0,0,2008,35,12,4.0,3.5,2652.0,63,7033104.0,4.0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
